,x_stderr,accuracy_score_stderr,f1_score_stderr,roc_auc_score_stderr,empirical_robustness_stderr
0,0.0,0.0,0.0,3.1438448363377416e-06,0.0014271082142832548
1,0.0,0.0011547005383792494,0.001167643111370668,0.0012302666824731098,0.03463475558859197
2,0.0,0.0014437605218471834,0.0014077060453659656,0.0011086836312833284,0.10156093894630958
3,0.0,0.0014742229591663983,0.0014223026046788672,0.0012241977456085673,0.08535453038358824
4,0.0,0.0008459051693633,0.0012657917729932335,0.0013195343492064374,0.0014459826066567703
5,0.0,0.0013148721948877365,0.0017424424302351351,0.00131263367452336,0.002524203915702718
6,0.0,0.0010434983894999068,0.0012902676398090704,0.0010591731628122646,0.0034616785666826072
7,0.0,0.0010934146311237737,0.0014864157879108386,0.0012478564896490792,0.0035833422407773644
8,0.0,0.0011254628677422774,0.001446526062302626,0.0010282132711855335,0.0035460640974773797
9,0.0,0.000733333333333327,0.0012827710483243645,0.0009618444527564298,0.0012415891517305018
10,0.0,0.0009333333333333346,0.0015974129507803174,0.0008981659395749109,0.001334650574126523
11,0.0,0.0010934146311237776,0.001692447848358572,0.001082940970679634,0.0014254996021387234
12,0.0,0.0009797958971132696,0.0016178786528283546,0.0007935227682792602,0.003333647710837817
13,0.0,0.0007423685817106697,0.000943853801363509,0.0006391615614558841,0.0024246179448305554
14,0.0,0.0006110100926607781,0.0010873473694398403,0.0008160678173996818,0.003325225647025687
15,0.0,0.0009043106644167015,0.0011139309171153407,0.0010108701382927781,0.0033192751270205256
16,0.0,0.0007180219742846028,0.0006709720690265746,0.0009321218483247564,0.0033358692452193396
17,0.0,0.001231079020841296,0.001687643007727705,0.000942748092910456,0.0011440355431183355
18,0.0,0.0016812693617224656,0.0022492416534272254,0.000737609612564313,0.0031250795754931685
19,0.0,0.001115546702045433,0.0013500972709461123,0.0006417249761170227,0.003430486300453953
20,0.0,0.0010413666234542203,0.0011334957049068694,0.0006982602321509701,0.0040355659291276625
21,0.0,0.0011718930554164603,0.001704787454839958,0.0006314278118936375,0.0021763522514219665
22,0.0,0.001533333333333335,0.0021539150686042644,0.0006964710999120699,0.001272654996752172
23,0.0,0.0011566234381931626,0.0016893896259108868,0.0006765383590667445,0.0012393650542597912
24,0.0,0.0008969082698049147,0.0009129019251750994,0.0006934875313385541,0.00180141155046705
25,0.0,0.0013984117975602037,0.0019555136267137983,0.00037247869602728147,0.0037768207833353573
26,0.0,0.0012806248474865785,0.0019077947067911243,0.0011158377985352617,0.002874337180057613
27,0.0,0.0012578641509408844,0.0016705395322692371,0.001105692068004055,0.001473305695422704
28,0.0,0.0010749676997731414,0.001574859811746516,0.000536219051089222,0.0033946139465246767
29,0.0,0.0008666666666666637,0.001128063355788443,0.0007083078189006339,0.001804224489783104
30,0.0,0.00103494497975067,0.0012305536460750083,0.0007427963293346477,0.000927157811600058
31,0.0,0.0010088497300280957,0.0010362425904536696,0.0006957043530799609,0.003450842889757841
32,0.0,0.001292714628644357,0.0018628371697742667,0.0006085197157802584,0.003773666518051909
33,0.0,0.0009521904571390441,0.001476703510914489,0.0005474357141215672,0.001270703194560833
34,0.0,0.0010349449797506746,0.0014930924889573708,0.0003994702850247356,0.001229101452944791
35,0.0,0.0009451631252505172,0.0014125119170583925,0.0006332864062999124,0.0012285056694753594
36,0.0,0.0011175369742826816,0.0017379516667309477,0.0006192130957172175,0.001196752152022293
37,0.0,0.0003999999999999976,0.0005936701150407725,0.0005691401855318817,0.0007558295562607242
38,0.0,0.0010413666234542205,0.0015494697254855763,0.0005002553661558361,0.0025089807499181107
39,0.0,0.0016000000000000038,0.002384558173199492,0.00039980461918400097,0.00247654164065338
40,0.0,0.001590248058916871,0.002671434028016796,0.0002443923822455138,0.0008513995555055894
41,0.0,0.0006666666666666726,0.0010865921044130758,0.0003207528442980222,0.001986327864280238
42,0.0,0.0009067647005823708,0.0010660111391555909,0.0003238631454536962,0.0036204451059897165
43,0.0,0.0007916228058025364,0.0013337157572457534,0.0003860149881949196,0.0010454693418510124
44,0.0,0.0009333333333333396,0.0010605824753309938,0.000325466437873893,0.002867688593736856
45,0.0,0.001024152766382484,0.0010563413293941367,0.00036881443720327724,0.0006950277395323293
46,0.0,0.0006146362971528551,0.0007347391023166647,0.00032239730482429274,0.0008309409281135181
47,0.0,0.0004988876515698616,0.0006002945960794065,0.0003938742896221509,0.001098628127418887
48,0.0,0.0009797958971132727,0.0011748591491121737,0.0004339592046453875,0.0029070787234054063
49,0.0,0.0004666666666666798,0.0007174165444913875,0.00036938937367926843,0.000938611735257864
50,0.0,0.0010666666666666665,0.001030875701564409,0.0002159562562938843,0.0021016538001696204
51,0.0,0.0007333333333333351,0.0008164926993101873,0.00024252535655288127,0.0012375569971421762
52,0.0,0.0005537749241945407,0.0006761775071799038,0.0003159598562575125,0.0007589932778297801
53,0.0,0.0006000000000000014,0.0006205565800126567,0.0002495269386803222,0.003129793874756863
54,0.0,0.0006146362971528574,0.0008411186997343271,0.000238884144727659,0.0006888345974907045
55,0.0,0.0006531972647421782,0.0008339130140531282,0.00030105929439951166,0.000856217929371469
56,0.0,0.000777460252646045,0.00073486443081248,0.00023856997716382146,0.003135132513275072
57,0.0,0.0003055050463303866,0.00045335797928271464,0.00019136102376458264,0.0012724354530515576
58,0.0,0.0005962847939999475,0.0008841626924364148,0.00035003350388553836,0.0010854913395973095
59,0.0,0.0004666666666666693,0.0006026040135029344,0.00025791083321102185,0.0005065769144705143
60,0.0,0.0005374838498865666,0.0006776425958448953,0.00029466732889512547,0.0031074143297642647
61,0.0,0.0006110100926607745,0.0007691956093955494,0.00023722660041140361,0.0007939677325206629
62,0.0,0.0004000000000000019,0.000658789174886346,0.0002848613052222436,0.0007458909504674975
63,0.0,0.0008969082698049158,0.0015343046741299411,0.000365131419227662,0.0006190072753584863
64,0.0,0.0009637888196534009,0.0015625541942911978,0.0002908073967128548,0.0005286475274111337
65,0.0,0.0009165151389911712,0.0013934102075714428,0.00032970454162731873,0.0009617031631271519
66,0.0,0.0009067647005823613,0.0013386170334571841,0.00040554460467208213,0.0010851768803405999
67,0.0,0.0006110100926607788,0.0008084188295455196,0.00030181680969173624,0.002566441046963811
68,0.0,0.0007423685817106707,0.001002603215515845,0.0003197543583605097,0.0006527465092567551
69,0.0,0.0007333333333333338,0.000986675694692007,0.0002100903775922069,0.0007635066126291677
70,0.0,0.0006289320754704406,0.0008181945744605262,0.00021206547028541895,0.0004738966112306587
71,0.0,0.0008326663997864597,0.0011115013910650974,0.0003167346234232225,0.0008593083317642754
72,0.0,0.000788810637746618,0.0012329603562916236,0.0003032490063241166,0.001414454348916834
73,0.0,0.0006289320754704412,0.0007906030410561768,0.0002119000533121032,0.0005447699725654622
74,0.0,0.00053333333333333,0.0007421465803934387,0.00020757517637129435,0.0005806729210141599
75,0.0,0.0006289320754704448,0.0009309008776905304,0.0003138574478605656,0.0006602870948567822
76,0.0,0.00044221663871404915,0.0006067051727131127,0.00016249898240420043,0.0018852628502838997
77,0.0,0.000742368581710674,0.0009379285596194394,0.00032852802479542924,0.001002108614133566
78,0.0,0.0006110100926607818,0.0006952046320446059,0.000257777233796852,0.002916270026755673
79,0.0,0.0006699917080747242,0.0008488519823212773,0.0002577552424480089,0.0007764988775078945
80,0.0,0.0008944271909999187,0.0011283221792240457,0.000281329555163982,0.0007799760820299507
81,0.0,0.0008666666666666691,0.0011237111852759217,0.0002526239482198926,0.0008075994883210378
82,0.0,0.0007999999999999961,0.0010451906100796876,0.00024932283461523295,0.001209898195371656
83,0.0,0.0007916228058025344,0.0010708367504127813,0.0003045594763615935,0.0006126630088417915
84,0.0,0.0002666666666666675,0.0003373592685160426,0.00018078112846466607,0.0031935641104437313
85,0.0,0.00044721359549996777,0.0005848349417161737,0.00010245588108705692,0.0007110379214652433
86,0.0,0.0005333333333333295,0.0006701635444265489,0.00016320229766632305,0.0006024602099271248
87,0.0,0.00042687494916218764,0.0005898158346326198,0.00018085829673259062,0.00032438145673996437
88,0.0,0.0002666666666666664,0.00032578083256938937,0.0002900010795865739,0.0008628078166215317
89,0.0,0.0005537749241945371,0.0006872583598795899,0.00026592489996926134,0.000799061847416052
90,0.0,0.0004422166387140646,0.0006385706984755132,0.0001863117201503988,0.0007396628117629379
91,0.0,0.0006000000000000023,0.0009575787119466834,9.592023128528993e-05,0.0007091270697218131
92,0.0,0.0006110100926607815,0.0009863439069226522,8.569542939055901e-05,0.0008733820186362001
93,0.0,0.0006110100926607813,0.0008160295717174781,0.00012621095824399088,0.000775152334715595
