,x,accuracy_score,f1_score,roc_auc_score,empirical_robustness
0,25.0,0.8859999999999999,0.8779443254817989,0.9239623770703933,0.11672760138542686
1,26.0,0.8863999999999999,0.8788753765279965,0.9256833915631469,0.11563276296886986
2,27.0,0.8863999999999999,0.8787699288610261,0.9254836309523811,0.12123512646431071
3,28.0,0.8864000000000001,0.8786209000564547,0.9251552795031055,0.11603709757050844
4,29.0,0.8868,0.8789939409500465,0.9251067546583849,0.1193346679934146
5,30.0,0.8868,0.8790468915527079,0.9250865359730849,0.12029654888605938
6,31.0,0.8864000000000001,0.8785499853116088,0.9247306871118012,0.12174778974187898
7,32.0,0.8864000000000001,0.8785499853116088,0.9247250258799171,0.12026934285130556
8,33.0,0.8868,0.8792251544405778,0.9253178377329194,0.12191499949459865
9,34.0,0.8876000000000002,0.8803357596093969,0.9260319616977224,0.121323262128829
10,35.0,0.8872000000000002,0.8797178034838771,0.9263764880952381,0.11968337337008125
11,36.0,0.8872000000000002,0.8797178034838771,0.9263878105590061,0.12067609932970598
12,37.0,0.8874000000000001,0.8800002546689439,0.9264727290372671,0.12093402218091576
13,38.0,0.8876,0.8805428380135248,0.9272806677018632,0.12078503520181501
14,39.0,0.8876,0.8805428380135248,0.9272790502070393,0.12351059771179507
15,40.0,0.8876,0.8805428380135248,0.9272790502070393,0.12073259284108921
16,41.0,0.8872,0.8800579219680988,0.9274933682712214,0.11791721848888086
17,42.0,0.8872,0.8800579219680988,0.9274917507763976,0.11978302718067917
18,43.0,0.8872,0.8800579219680988,0.9274957945134575,0.11756344430578806
19,44.0,0.8872,0.8802582712630287,0.9278508346273293,0.12136345734041146
20,45.0,0.8872,0.8802582712630287,0.9278532608695652,0.12498603965448622
21,46.0,0.8873999999999999,0.880782030652212,0.9278678183229812,0.11979634551839383
22,47.0,0.8873999999999999,0.880782030652212,0.9278645833333334,0.12143720091639998
23,48.0,0.8873999999999999,0.8806258769641083,0.9277828998447205,0.12170264660382715
24,49.0,0.8878,0.880851996433529,0.9271650168219461,0.12109144409199654
25,50.0,0.8878,0.880851996433529,0.9271536943581781,0.12257819847458926
26,51.0,0.8882,0.881336912478955,0.9269644474637682,0.12614576756395396
27,52.0,0.8878,0.880851996433529,0.9271714868012421,0.1236685212999246
28,53.0,0.8894,0.883117898103826,0.9275483630952379,0.12113148708824906
29,54.0,0.8894,0.883117898103826,0.9274650621118011,0.12212290819314861
30,55.0,0.889,0.8827493320865338,0.9273542637163562,0.12069939756016072
31,56.0,0.889,0.8827493320865338,0.92735588121118,0.12350378040404238
32,57.0,0.8886000000000001,0.882262082563242,0.9272151591614908,0.12257284259495264
33,58.0,0.8886000000000001,0.882262082563242,0.9272151591614906,0.12047850091233221
34,59.0,0.8892,0.8830080628065196,0.9273089738612835,0.1235068929259235
35,60.0,0.889,0.8828609403766489,0.9271747217908903,0.12324745673945178
36,61.0,0.8886000000000001,0.88223070944043,0.927349411231884,0.12295431174421616
37,62.0,0.8886000000000001,0.88223070944043,0.9273146350931676,0.12200894585269254
38,63.0,0.8882,0.8818040073700901,0.9271771480331263,0.11995811232314604
39,64.0,0.8884000000000001,0.88204815945806,0.9271852355072463,0.11927921937581372
40,65.0,0.8884000000000001,0.88204815945806,0.9271747217908903,0.12041740848592766
41,66.0,0.8888000000000001,0.8825136406296081,0.9271989842132505,0.12496310195095553
42,67.0,0.8886000000000001,0.8822332423067569,0.9272547877846788,0.12036768083668856
43,68.0,0.8886000000000001,0.8821343774867438,0.9275904179606625,0.12360700415971675
44,69.0,0.8882,0.8816196716043908,0.9276535002587991,0.12213796804511401
45,70.0,0.8884000000000001,0.881851926301677,0.9275483630952381,0.12107663595835945
46,71.0,0.8884000000000001,0.881851926301677,0.9275548330745341,0.12311991744769997
47,72.0,0.8884000000000001,0.881851926301677,0.9275483630952379,0.12241742995622547
48,73.0,0.8884000000000001,0.881851926301677,0.9275548330745339,0.12184837400198727
49,74.0,0.8884000000000001,0.881851926301677,0.9275515980848862,0.1243512278164226
50,75.0,0.8886000000000001,0.8820843653135342,0.9272434653209111,0.11943360092573951
51,76.0,0.8886000000000001,0.8820843653135342,0.9272434653209111,0.1202088133875415
52,77.0,0.8886,0.8816998276682204,0.9271148744824016,0.12266479276026451
53,78.0,0.8884000000000001,0.8814565003080392,0.9271609730848862,0.12049399041280404
54,79.0,0.8882,0.8811700290981992,0.9266644021739131,0.1197912172787027
55,80.0,0.8888,0.8819429502069414,0.9270364259834368,0.12043846420961299
56,81.0,0.8888,0.8819429502069414,0.9270396609730849,0.12350870049698873
57,82.0,0.8888,0.8819535388336849,0.9266846208592133,0.12358823312422225
58,83.0,0.8884000000000001,0.8813696026061523,0.9263174495341614,0.12045917403384192
59,84.0,0.8876,0.8803329199905223,0.9262624547101449,0.12220076892096773
60,85.0,0.8876,0.8805402445489348,0.9262608372153208,0.1242012926444435
61,86.0,0.8876,0.8805402445489348,0.9262673071946169,0.11888334207034541
62,87.0,0.8878,0.8807704791648809,0.9261678312629398,0.11980293377031906
63,88.0,0.8878,0.8807704791648809,0.9261670225155278,0.1189557890857994
64,89.0,0.8878,0.8807704791648809,0.9261702575051759,0.12120512896656215
65,90.0,0.8876,0.8804803906741648,0.9262082686335402,0.12236435367918352
66,91.0,0.8876,0.8804803906741648,0.9262090773809524,0.1223001307856189
67,92.0,0.8882,0.8812490934881663,0.9265430900621118,0.12062680249148972
68,93.0,0.8874000000000001,0.8803573230173998,0.9267865230331263,0.1212140711744375
69,94.0,0.8878,0.8805140224323876,0.9267873317805382,0.12225855694428005
70,95.0,0.8878,0.8805640832204876,0.9269102613871636,0.12329893863590169
71,96.0,0.8878,0.8805640832204876,0.9269118788819876,0.12149023996392254
72,97.0,0.8882,0.8811678654032171,0.9268301953933747,0.12162635997526117
73,98.0,0.8882,0.8811678654032171,0.9268221079192547,0.12296135232208871
74,99.0,0.8882,0.8811678654032171,0.9268261516563147,0.1214214880271786
75,100.0,0.8882,0.8811678654032171,0.9268269604037267,0.12192272474859338
76,101.0,0.8874000000000001,0.8802114752224055,0.9272289078674948,0.12166163134586967
77,102.0,0.8876000000000002,0.8806607352646889,0.9271043607660456,0.12079762639563407
78,103.0,0.8864000000000001,0.8792717768622313,0.927253979037267,0.12216164436176735
79,104.0,0.8880000000000001,0.8814927347321959,0.9271876617494824,0.11999331001369022
80,105.0,0.8878,0.8810990769957279,0.92735992494824,0.12225196949798334
81,106.0,0.8884000000000001,0.8817987625303191,0.9273025038819874,0.1216054520467517
82,107.0,0.8884000000000001,0.8817987625303191,0.9272936076604555,0.12116130597837052
83,108.0,0.8884000000000001,0.8817987625303191,0.9272944164078675,0.12119182390726244
84,109.0,0.8884000000000001,0.8817987625303191,0.9272919901656314,0.12021456720901606
85,110.0,0.8880000000000001,0.8813353159005963,0.9273874223602485,0.12431699392131948
86,111.0,0.8880000000000001,0.8813353159005963,0.9273906573498965,0.1211999082764221
87,112.0,0.8880000000000001,0.8813353159005963,0.9273866136128364,0.12178658119352248
88,113.0,0.8880000000000001,0.8810908664694528,0.9274230072463767,0.1222307672437238
89,114.0,0.8880000000000001,0.8810908664694528,0.9274181547619047,0.12237893154529227
90,115.0,0.8884000000000001,0.8815826074985017,0.927526526915114,0.12158111787364842
91,116.0,0.8876000000000002,0.8808517706219755,0.9275071169772258,0.12122189210960806
92,117.0,0.8874000000000001,0.8805713722991243,0.9274035973084885,0.12111760139437508
93,118.0,0.8874000000000001,0.8805713722991243,0.9273777173913043,0.12248271255157635
94,119.0,0.8872,0.8803381458248621,0.9273194875776397,0.12251506534489005
95,120.0,0.8872,0.8803381458248621,0.9273146350931677,0.12121549691976632
96,121.0,0.8882,0.8817809011523096,0.9274966032608696,0.12150384241079297
97,122.0,0.8880000000000001,0.8816392942350335,0.9276801889233954,0.12341672153467571
98,123.0,0.8882,0.8824334161017104,0.9276882763975156,0.12269911209915452
99,124.0,0.8882,0.8823726966103255,0.9277853260869566,0.12217058099368569
100,125.0,0.8888,0.8831316942226088,0.9279438405797101,0.1229027923819149
101,126.0,0.8888,0.8831316942226088,0.9279486930641824,0.12272231516320872
102,127.0,0.89,0.8848351958837574,0.9280020703933747,0.12360023881545543
103,128.0,0.89,0.8847885153858319,0.92814117494824,0.12556478202559712
104,129.0,0.8897999999999999,0.8845582807698857,0.9281557324016564,0.1241384479190348
105,130.0,0.8897999999999999,0.8845582807698857,0.9281613936335404,0.12376061836876646
106,131.0,0.8896000000000001,0.8843767017108725,0.9281500711697722,0.1252710719056515
