,x_stderr,accuracy_score_stderr,f1_score_stderr,roc_auc_score_stderr,empirical_robustness_stderr
0,0.0,0.0,0.0,2.4112189198536436e-06,0.0013298963226426807
1,0.0,0.0,0.0,2.1734433629699817e-06,0.001053185045313991
2,0.0,0.0,0.0,2.9654071773790503e-06,0.0013873288291377114
3,0.0,0.0,0.0,2.7492125569472417e-06,0.0016165494082979986
4,0.0,0.0,0.0,1.6174948240086559e-06,0.0013301014320051764
5,0.0,0.0,0.0,3.0618682851344096e-06,0.0012444914440954834
6,0.0,0.0,0.0,2.7492125569290453e-06,0.0010998751517347592
7,0.0,0.0,0.0,2.156659765377778e-06,0.0013808749190295508
8,0.0,0.0,0.0,2.411218919837105e-06,0.0011614102163204727
9,0.0,0.0,0.0,1.7261700519485157e-06,0.0014278675118181612
10,0.0,0.0,0.0,1.8870772946934963e-06,0.0014053377939443475
11,0.0,0.0,0.0,1.6174948240369745e-06,0.0010983142720610247
12,0.0,0.0,0.0,8.087474120047991e-07,0.001227270846505672
13,0.0,0.0,0.0,3.4206180826299783e-06,0.0012766096829972483
14,0.0,0.0,0.0,0.0,0.0010486578711709196
15,0.0,0.0,0.0,1.6174948240338907e-06,0.0014636538688207247
16,0.0,0.0,0.0,2.0173704854547567e-06,0.0022718573402416738
17,0.0,0.0,0.0,2.470764155744446e-06,0.001461977032880342
18,0.0,0.0,0.0,1.7261700519352722e-06,0.002050410431658028
19,0.0,0.0,0.0,1.617494824012714e-06,0.0014490180501316595
20,0.0,0.0,0.0,1.6174948240265257e-06,0.002205819094727036
21,0.0,0.0,0.0,3.6667180244789617e-06,0.0013697227639534256
22,0.0,0.0,0.0,2.4262422360251116e-06,0.0014144861653077748
23,0.0,0.0,0.0,0.0,0.0012312397923675876
24,0.0,0.0,0.0,1.617494824004544e-06,0.0015834160683801035
25,0.0,0.0,0.0,0.0,0.0019267932324104407
26,0.0,0.0,0.0,1.6174948240241686e-06,0.0022534518692245626
27,0.0,0.0,0.0,1.078329882674747e-06,0.001990872010957401
28,0.0,0.0,0.0,1.8870772946874836e-06,0.001369971167038656
29,0.0,0.0,0.0,1.2056094599200695e-06,0.0012249464630949686
30,0.0,0.0,0.0,0.0,0.002212586114137278
31,0.0,0.0,0.0,1.7261700519522416e-06,0.002205282972129475
32,0.0,0.0,0.0,1.6174948240086559e-06,0.0020415835262007406
33,0.0,0.0,0.0,8.087474120201993e-07,0.0017185454125567248
34,0.0,0.0,0.0,1.7261700519270625e-06,0.0013533060459825893
35,0.0,0.0,0.0,0.0,0.0019773436042233752
36,0.0,0.0,0.0,8.087474120109476e-07,0.0019838282707149925
37,0.0,0.0,0.0,1.2353820778742479e-06,0.0021273240043102673
38,0.0,0.0,0.0,1.0783298826784203e-06,0.0021702548394002988
39,0.0,0.0,0.0,1.8870772946948179e-06,0.00150566016499186
40,0.0,0.0,0.0,1.6174948240248295e-06,0.002216613376407204
41,0.0,0.0,0.0,8.087474120150594e-07,0.0012459362797729565
42,0.0,0.0,0.0,8.087474120109476e-07,0.0017753604470687758
43,0.0,0.0,0.0,1.6174948240148238e-06,0.0020255932387139445
44,0.0,0.0,0.0,8.087474120051418e-07,0.0022592052918929597
45,0.0,0.0,0.0,1.617494824004544e-06,0.0017897650253776477
46,0.0,0.0,0.0,0.0,0.0021140311731068055
47,0.0,0.0,0.0,8.087474120088915e-07,0.001555057934328635
48,0.0,0.0,0.0,0.0,0.0018050167915144052
49,0.0,0.0,0.0,2.411218919833668e-06,0.001350281338606385
50,0.0,0.0,0.0,1.4517460336690353e-06,0.0011443524964550372
51,0.0,0.0,0.0,0.0,0.0017259690808026117
52,0.0,0.0,0.0,2.749212556936006e-06,0.0025493533478980744
53,0.0,0.0,0.0,1.6174948240157663e-06,0.0011974519467081483
54,0.0,0.0,0.0,8.087474120061991e-07,0.0018701040322851785
55,0.0,0.0,0.0,4.176353677337321e-06,0.0014968069438182135
56,0.0,0.0,0.0,2.5432359418286226e-06,0.0018206438593360759
57,0.0,0.0,0.0,2.411218919840656e-06,0.0013712402445549357
58,0.0,0.0,0.0,1.617494824012714e-06,0.0014427009687058077
59,0.0,0.0,0.0,1.8870772946866025e-06,0.002054294526853266
60,0.0,0.0,0.0,2.0173704854545504e-06,0.0013405236886751182
61,0.0,0.0,0.0,0.0,0.0017818451469866058
62,0.0,0.0,0.0,3.821991157345502e-06,0.0015434104414273212
63,0.0,0.0,0.0,8.087474120051418e-07,0.0015033106977593894
64,0.0,0.0,0.0,2.0173704854359856e-06,0.0022496794412729688
65,0.0,0.0,0.0,2.1734433629672737e-06,0.002324057906471844
66,0.0,0.0,0.0,3.7741545893704733e-06,0.002072686228541965
67,0.0,0.0,0.0,1.6174948240330362e-06,0.0011984936727960755
68,0.0,0.0,0.0,3.5764156210611824e-06,0.0016062756764874488
69,0.0,0.0,0.0,2.4707641557613634e-06,0.0022087445021772693
70,0.0,0.0,0.0,1.6174948240137957e-06,0.001993817218565944
71,0.0,0.0,0.0,3.821991157361124e-06,0.0013689627946658891
72,0.0,0.0,0.0,2.15665976536292e-06,0.0018641371647581866
73,0.0,0.0,0.0,1.7882078105298452e-06,0.001446515260960281
74,0.0,0.0,0.0,3.96203698042935e-06,0.0020267122753011456
75,0.0,0.0,0.0,3.0019433460679133e-06,0.0015732086700783036
76,0.0,0.0,0.0,1.8870772946919996e-06,0.0021418597348452674
77,0.0,0.0,0.0,1.6174948240132648e-06,0.0020019978980972807
78,0.0,0.0,0.0,1.4517460336612473e-06,0.001151138644529614
79,0.0,0.0,0.0,4.185045369715908e-06,0.001387243020364144
80,0.0,0.0,0.0,2.156659765373808e-06,0.0013097435158540924
81,0.0,0.0,0.0,4.043737060036861e-06,0.001940246025522431
82,0.0,0.0,0.0,1.6174948240274852e-06,0.0013289548518467134
83,0.0,0.0,0.0,4.478640367778777e-06,0.001640554625102488
84,0.0,0.0,0.0,2.2393201838907673e-06,0.0022291161148027187
85,0.0,0.0,0.0,3.246202817363553e-06,0.002081957699425741
86,0.0,0.0,0.0,1.617494824017957e-06,0.002057433200003554
87,0.0,0.0,0.0,3.246202817357092e-06,0.0016505399191559863
88,0.0,0.0,0.0,2.105506404176335e-06,0.0014050961103364758
89,0.0,0.0,0.0,0.0,0.0013910453263805008
90,0.0,0.0,0.0,2.4112189198350114e-06,0.00036353920482992246
91,0.0,0.0,0.0,1.6174948240147702e-06,0.0012599630548255304
92,0.0,0.0,0.0,8.087474120047991e-07,0.001278121400195365
93,0.0,0.0,0.0,1.6174948240157978e-06,0.0016653492650783785
94,0.0,0.0,0.0,3.234989648033273e-06,0.001473478451099639
95,0.0,0.0,0.0,1.1702778228589002e-17,0.0013576308784229814
96,0.0,0.0,0.0,1.8870772946757331e-06,0.0013245146534910188
97,0.0,0.0,0.0,8.08747412020148e-07,0.0020273015352530355
98,0.0,0.0,0.0,1.6174948240247071e-06,0.0020116427818642948
